Country,ConvertedCompYearly,YearsCode,Job_Level,JobSat,RemoteWork,Industry,OrgSize,OrgSize_Category,Employment,DevType,EdLevel,Age
Russian Federation,7656,4,Mid,9,Remote,Software Development,<20,Small,Student,Other,Secondary school ,18-24
India,24410,14,Mid,6,Remote,Software Development,500 - 999,Medium,Employed,Developer,Bachelors,35-44
Australia,104015,15,Mid,7,Hybrid-InPerson,Software Development,20 - 99 ,Small,Employed,Developer,Bachelors,35-44
Indonesia,12,5,Mid,7,Hybrid-InPerson,Software Development,20 - 99 ,Small,Employed,Developer,Bachelors,18-24
New Zealand,54212,14,Mid,6,In-person,Supply Chain,20 - 99 ,Small,Employed,Developer,Bachelors,25-34 
Australia,110516,17,Senior,7,In-person,Software Development,<20,Small,Employed,Developer,Bachelors,25-34 
Ukraine,67105,20,Senior,10,Remote,Software Development,20 - 99 ,Small,Employed,Developer,Masters,35-44
India,23248,8,Mid,7,Hybrid-InPerson,Software Development,100 - 499,Medium,Employed,Developer,Bachelors,25-34 
Australia,84512,15,Mid,7,Remote,Software Development,<20,Small,Employed,Developer,Bachelors,25-34 
Hong Kong (S.A.R.),107644,24,Senior,7,In-person,Software Development,100 - 499,Medium,Employed,Architect,Bachelors,35-44
Nigeria,10330,6,Mid,8,Hybrid-Flexible,Telecomm  Services,1000 - 4999,Medium,Employed,Developer,Bachelors,25-34 
India,116240,14,Mid,7,In-person,Fintech,1000 - 4999,Medium,Employed,Developer,Bachelors,25-34 
"Iran, Islamic Republic of...",7668,6,Mid,8,Hybrid-InPerson,Software Development,<20,Small,Employed,Developer,Bachelors,25-34 
India,24410,6,Mid,7,Flexible,Software Development,20 - 99 ,Small,Employed,Data/AI,Bachelors,18-24
Ukraine,6000,11,Mid,10,Hybrid-InPerson,Software Development,500 - 999,Medium,Employed,Developer,Masters,25-34 
United States of America,170000,15,Mid,8,Remote,Media Services,1000 - 4999,Medium,Employed,Other,Bachelors,25-34 
Germany,63808,15,Mid,4,Flexible,Manufacturing,10000+,Large,Employed,Developer,Masters,25-34 
Australia,83212,15,Mid,5,Flexible,Other,500 - 999,Medium,Employed,Developer,Other,35-44
India,2790,30,Senior,9,Remote,Software Development,1,Small,Employed,Developer,Bachelors,45-54 
Brazil,3641,5,Mid,7,Remote,Software Development,1,Small,Self-employed,Developer,Some college,18-24
India,52308,12,Mid,3,Remote,Software Development,20 - 99 ,Small,Employed,Developer,Masters,35-44
Kenya,697,2,Junior,9,In-person,Software Development,<20,Small,Student,Developer,Associate,18-24
India,29060,18,Senior,9,Flexible,Software Development,1000 - 4999,Medium,Employed,Developer,Bachelors,35-44
Philippines,8639,9,Mid,9,Flexible,Software Development,500 - 999,Medium,Employed,Data/AI,Bachelors,25-34 
Poland,109160,22,Senior,9,In-person,Software Development,100 - 499,Medium,Employed,Developer,Bachelors,25-34 
New Zealand,78306,18,Senior,9,Hybrid-InPerson,Supply Chain,5000 - 9999,Large,Employed,Developer,Masters,25-34 
India,38940,9,Mid,5,Hybrid-InPerson,Software Development,5000 - 9999,Large,Employed,Data/AI,Bachelors,25-34 
Ukraine,863,5,Mid,8,Remote,Retail Services,5000 - 9999,Large,Employed,Data/AI,Professional,25-34 
Japan,66325,12,Mid,7,Flexible,Software Development,10000+,Large,Employed,Developer,Bachelors,25-34 
Ukraine,23966,5,Mid,5,Flexible,Software Development,20 - 99 ,Small,Employed,Developer,Masters,18-24
Ukraine,31765,20,Senior,6,Remote,Other,1000 - 4999,Medium,Employed,Developer,Masters,35-44
Singapore,250000,18,Senior,8,Remote,Software Development,100 - 499,Medium,Employed,Developer,Secondary school ,25-34 
Jordan,29620,10,Mid,7,Hybrid-InPerson,Software Development,20 - 99 ,Small,Employed,Developer,Bachelors,25-34 
Australia,143021,30,Senior,7,Hybrid-InPerson,Software Development,5000 - 9999,Large,Employed,Developer,Bachelors,45-54 
Kenya,11145,8,Mid,7,In-person,Retail Services,10000+,Large,Employed,Data/AI,Bachelors,25-34 
India,39521,15,Mid,7,Hybrid-InPerson,Software Development,10000+,Large,Not employed,Architect,Masters,35-44
Australia,91013,16,Senior,8,Remote,Government,10000+,Large,Employed,Developer,Some college,25-34 
Ukraine,1090,5,Mid,5,Remote,Software Development,<20,Small,Employed,Developer,Bachelors,18-24
Netherlands,92812,10,Mid,7,Hybrid-Flexible,Software Development,<20,Small,Employed,Developer,Bachelors,25-34 
"Iran, Islamic Republic of...",113947,10,Mid,8,Hybrid-InPerson,Software Development,500 - 999,Medium,Employed,Developer,Bachelors,18-24
Netherlands,75237,8,Mid,3,Hybrid-Flexible,Telecomm  Services,<20,Small,Employed,Developer,Some college,25-34 
United Kingdom of Great Britain and Northern Ireland,114359,20,Senior,6,Hybrid-Flexible,Insurance,1000 - 4999,Medium,Employed,Developer,Bachelors,35-44
Egypt,22800,4,Mid,8,Remote,Software Development,100 - 499,Medium,Employed,Developer,Bachelors,25-34 
Greece,89331,20,Senior,8,Flexible,Software Development,20 - 99 ,Small,Employed,Manager,Masters,35-44
Sweden,61635,18,Senior,7,Flexible,Computer System Services,100 - 499,Medium,Employed,Developer,Bachelors,25-34 
United Kingdom of Great Britain and Northern Ireland,51734,5,Mid,8,Hybrid-Flexible,Software Development,20 - 99 ,Small,Employed,Developer,Bachelors,18-24
Australia,98164,39,Senior,8,Flexible,Software Development,1000 - 4999,Medium,Employed,Developer,Masters,55-64
Russian Federation,96000,17,Senior,7,Flexible,Software Development,100 - 499,Medium,Employed,Developer,Masters,35-44
France,60328,10,Mid,9,Hybrid-InPerson,Media Services,<20,Small,Employed,Developer,Masters,25-34 
Slovenia,46406,30,Senior,8,Hybrid-InPerson,Media Services,20 - 99 ,Small,Employed,Developer,Some college,35-44
Japan,34544,25,Senior,8,Hybrid-InPerson,Software Development,100 - 499,Medium,Employed,Developer,Secondary school ,35-44
Australia,55258,32,Senior,8,Remote,Manufacturing,<20,Small,Employed,Developer,Bachelors,55-64
Japan,69088,12,Mid,7,Flexible,Banking Services,1000 - 4999,Medium,Employed,Developer,Masters,35-44
France,48730,6,Mid,8,In-person,Supply Chain,10000+,Large,Employed,Developer,Masters,18-24
France,63808,10,Mid,9,Flexible,Software Development,1000 - 4999,Medium,Employed,Developer,Masters,25-34 
Ireland,104413,13,Mid,10,Hybrid-InPerson,Computer System Services,1000 - 4999,Medium,Employed,Developer,Some college,25-34 
Ukraine,2037,6,Mid,6,Remote,Software Development,20 - 99 ,Small,Employed,Developer,Bachelors,35-44
Pakistan,14749,8,Mid,7,Hybrid-InPerson,Software Development,10000+,Large,Employed,Developer,Bachelors,25-34 
Ukraine,20400,7,Mid,6,Remote,Software Development,20 - 99 ,Small,Employed,Developer,Bachelors,18-24
Japan,44907,40,Senior,3,In-person,Software Development,20 - 99 ,Small,Employed,Developer,Some college,55-64
Netherlands,90491,27,Senior,8,Hybrid-Flexible,Software Development,20 - 99 ,Small,Employed,Developer,Bachelors,35-44
Ukraine,10353,10,Mid,9,Flexible,Software Development,20 - 99 ,Small,Employed,Data/AI,Masters,18-24
United Kingdom of Great Britain and Northern Ireland,72155,3,Mid,9,Remote,Telecomm  Services,20 - 99 ,Small,Employed,Developer,Bachelors,25-34 
Italy,58007,25,Senior,9,Hybrid-Flexible,Manufacturing,100 - 499,Medium,Employed,Developer,Masters,35-44
India,58120,16,Senior,8,Hybrid-InPerson,Software Development,5000 - 9999,Large,Employed,Other,Bachelors,25-34 
Ukraine,14380,5,Mid,7,Remote,Software Development,1,Small,Self-employed,Developer,Masters,35-44
Serbia,71823,20,Senior,7,Flexible,Software Development,1000 - 4999,Medium,Employed,Developer,Bachelors,35-44
Sweden,67484,5,Mid,6,Hybrid-InPerson,Energy,20 - 99 ,Small,Employed,Developer,Masters,25-34 
Germany,73089,8,Mid,7,Flexible,Other,100 - 499,Medium,Employed,Data/AI,Bachelors,25-34 
Germany,70769,13,Mid,8,Hybrid-Flexible,Other,20 - 99 ,Small,Employed,Developer,Masters,25-34 
United Kingdom of Great Britain and Northern Ireland,44927,3,Mid,7,Hybrid-Flexible,Healthcare,100 - 499,Medium,Employed,Developer,Bachelors,35-44
India,48821,7,Mid,8,Hybrid-InPerson,Banking Services,10000+,Large,Employed,Developer,Bachelors,25-34 
Sri Lanka,1199,5,Mid,3,Hybrid-InPerson,Software Development,<20,Small,Employed,Developer,Bachelors,18-24
India,3487,3,Mid,9,Flexible,Software Development,<20,Small,Employed,Developer,Associate,18-24
Croatia,27844,8,Mid,8,Hybrid-InPerson,Software Development,<20,Small,Employed,Developer,Masters,18-24
Czech Republic,36508,7,Mid,10,Hybrid-InPerson,Retail Services,10000+,Large,Employed,Developer,Bachelors,18-24
Netherlands,69609,9,Mid,7,Hybrid-Flexible,Energy,100 - 499,Medium,Employed,Developer,Bachelors,25-34 
Italy,34804,12,Mid,8,Hybrid-Flexible,Computer System Services,20 - 99 ,Small,Employed,Architect,Masters,25-34 
Poland,31438,12,Mid,8,Hybrid-InPerson,Software Development,100 - 499,Medium,Employed,Developer,Bachelors,18-24
India,13949,5,Mid,9,Remote,Supply Chain,5000 - 9999,Large,Employed,Developer,Bachelors,18-24
Algeria,7705,6,Mid,5,Flexible,Software Development,<20,Small,Employed,Developer,Masters,18-24
Bhutan,29087,14,Mid,7,Remote,Healthcare,100 - 499,Medium,Self-employed,Developer,Some college,25-34 
Hungary,45688,10,Mid,4,Remote,Software Development,5000 - 9999,Large,Employed,Developer,Some college,35-44
Finland,41765,11,Mid,6,Hybrid-InPerson,Healthcare,<20,Small,Employed,Developer,Bachelors,25-34 
Mongolia,29757,11,Mid,8,In-person,Telecomm  Services,1000 - 4999,Medium,Employed,Manager,Masters,35-44
Ireland,139218,20,Senior,8,Hybrid-InPerson,Software Development,100 - 499,Medium,Employed,Developer,Bachelors,35-44
Indonesia,4412,8,Mid,7,In-person,Government,100 - 499,Medium,Employed,Developer,Bachelors,18-24
Ukraine,5992,13,Mid,7,Remote,Media Services,1000 - 4999,Medium,Self-employed,Architect,Masters,25-34 
United Kingdom of Great Britain and Northern Ireland,49011,9,Mid,8,In-person,Software Development,1000 - 4999,Medium,Employed,Developer,Some college,18-24
Croatia,34804,6,Mid,9,Remote,Software Development,<20,Small,Employed,Developer,Bachelors,25-34 
Ukraine,33553,6,Mid,8,Remote,Software Development,20 - 99 ,Small,Employed,Developer,Bachelors,18-24
Spain,120000,15,Mid,8,Remote,Software Development,20 - 99 ,Small,Self-employed,Developer,Some college,35-44
United Kingdom of Great Britain and Northern Ireland,163370,14,Mid,7,Remote,Software Development,20 - 99 ,Small,Employed,Developer,Bachelors,25-34 
United Kingdom of Great Britain and Northern Ireland,122527,27,Senior,4,Hybrid-InPerson,Fintech,<20,Small,Employed,Developer,Bachelors,45-54 
Greece,59529,14,Mid,9,Remote,Software Development,500 - 999,Medium,Employed,Developer,Some college,35-44
Turkey,72000,20,Senior,10,Flexible,Software Development,5000 - 9999,Large,Employed,Developer,Bachelors,35-44
United Kingdom of Great Britain and Northern Ireland,128518,27,Senior,5,Remote,Software Development,10000+,Large,Employed,Developer,Bachelors,35-44
Germany,47334,25,Senior,7,Hybrid-InPerson,Telecomm  Services,<20,Small,Employed,Developer,Secondary school ,35-44
Australia,130019,32,Senior,10,Remote,Healthcare,100 - 499,Medium,Employed,Architect,Masters,45-54 
United Kingdom of Great Britain and Northern Ireland,78281,42,Senior,7,Remote,Healthcare,10000+,Large,Employed,Developer,Bachelors,45-54 
Portugal,23203,10,Mid,6,Hybrid-Flexible,Software Development,100 - 499,Medium,Employed,Developer,Masters,25-34 
India,46496,11,Mid,7,Remote,Software Development,<20,Small,Self-employed,Data/AI,Bachelors,18-24
Pakistan,80000,7,Mid,8,Remote,Software Development,<20,Small,Self-employed,Architect,Bachelors,25-34 
Netherlands,133417,19,Senior,7,Hybrid-InPerson,Fintech,<20,Small,Employed,Developer,Masters,35-44
Czech Republic,138357,10,Mid,9,Hybrid-InPerson,Software Development,1000 - 4999,Medium,Employed,Developer,Bachelors,25-34 
United Kingdom of Great Britain and Northern Ireland,122527,18,Senior,8,Hybrid-Flexible,Fintech,20 - 99 ,Small,Employed,Developer,Professional,35-44
United Kingdom of Great Britain and Northern Ireland,78962,16,Senior,8,Hybrid-InPerson,Software Development,<20,Small,Employed,Developer,Bachelors,35-44
Australia,78011,40,Senior,7,Hybrid-InPerson,Fintech,<20,Small,Self-employed,Developer,Some college,55-64
Switzerland,96714,26,Senior,3,Hybrid-InPerson,Software Development,<20,Small,Employed,Developer,Bachelors,35-44
France,49886,15,Mid,7,Hybrid-InPerson,Government,500 - 999,Medium,Employed,Developer,Masters,25-34 
Australia,117017,23,Senior,8,Remote,Software Development,20 - 99 ,Small,Employed,Developer,Bachelors,35-44
Nigeria,1317,5,Mid,5,Hybrid-Flexible,Software Development,<20,Small,Employed,Developer,Bachelors,25-34 
Bangladesh,4909,2,Junior,8,In-person,Software Development,1,Small,Self-employed,Developer,Bachelors,18-24
Germany,72393,12,Mid,10,Remote,Software Development,<20,Small,Employed,Developer,Bachelors,25-34 
Spain,48726,25,Senior,1,Hybrid-InPerson,Software Development,20 - 99 ,Small,Employed,Developer,Professional,35-44
Netherlands,32020,10,Mid,7,Flexible,Retail Services,100 - 499,Medium,Employed,Developer,Some college,18-24
Hungary,37591,8,Mid,7,Hybrid-Flexible,Telecomm  Services,10000+,Large,Employed,Developer,Some college,18-24
Norway,53367,15,Mid,3,Hybrid-InPerson,Media Services,20 - 99 ,Small,Employed,Developer,Some college,25-34 
United Kingdom of Great Britain and Northern Ireland,53095,30,Senior,8,Flexible,Government,1000 - 4999,Medium,Employed,Developer,Bachelors,35-44
Ireland,81210,20,Senior,5,Hybrid-Flexible,Healthcare,500 - 999,Medium,Employed,Data/AI,Bachelors,35-44
Germany,64736,27,Senior,7,Hybrid-Flexible,Software Development,20 - 99 ,Small,Employed,Developer,Masters,35-44
Ukraine,2397,5,Mid,5,In-person,Manufacturing,20 - 99 ,Small,Employed,Data/AI,Masters,25-34 
Morocco,34300,9,Mid,4,Hybrid-Flexible,Government,<20,Small,Employed,Developer,Masters,25-34 
Sweden,81761,30,Senior,6,Hybrid-Flexible,Software Development,100 - 499,Medium,Employed,Developer,Masters,35-44
United Kingdom of Great Britain and Northern Ireland,115720,24,Senior,8,Hybrid-Flexible,Software Development,5000 - 9999,Large,Employed,Developer,Bachelors,35-44
Sweden,85954,28,Senior,8,Hybrid-InPerson,Retail Services,1000 - 4999,Medium,Employed,Architect,Some college,45-54 
Germany,104413,24,Senior,8,Remote,Software Development,20 - 99 ,Small,Employed,Developer,Masters,45-54 
Slovenia,69609,15,Mid,8,Remote,Software Development,1,Small,Self-employed,Developer,Associate,35-44
Iceland,147047,8,Mid,7,Hybrid-InPerson,Retail Services,20 - 99 ,Small,Employed,Developer,Masters,25-34 
Ireland,70769,10,Mid,9,Hybrid-Flexible,Software Development,100 - 499,Medium,Employed,Developer,Bachelors,25-34 
India,7556,6,Mid,6,In-person,Software Development,100 - 499,Medium,Employed,Developer,Bachelors,18-24
India,127864,20,Senior,9,Hybrid-InPerson,Fintech,10000+,Large,Employed,Senior executive,Bachelors,35-44
Finland,67869,8,Mid,8,Flexible,Other,1000 - 4999,Medium,Employed,Data/AI,Masters,25-34 
Romania,88171,19,Senior,8,Flexible,Fintech,10000+,Large,Employed,Developer,Masters,35-44
Poland,2183,12,Mid,6,Hybrid-InPerson,Government,<20,Small,Employed,Data/AI,Bachelors,35-44
Germany,116015,28,Senior,7,Hybrid-InPerson,Software Development,20 - 99 ,Small,Employed,Manager,Some college,35-44
Czech Republic,52095,15,Mid,6,Hybrid-Flexible,Software Development,10000+,Large,Employed,Developer,Masters,25-34 
India,11624,9,Mid,7,Remote,Software Development,1,Small,Self-employed,Developer,Some college,25-34 
Sweden,54507,7,Mid,7,Hybrid-InPerson,Insurance,100 - 499,Medium,Employed,Developer,Bachelors,25-34 
Poland,42572,11,Mid,8,Remote,Software Development,1000 - 4999,Medium,Employed,Developer,Some college,25-34 
Argentina,22521,7,Mid,8,In-person,Software Development,<20,Small,Employed,Developer,Some college,25-34 
France,47566,20,Senior,7,Hybrid-Flexible,Software Development,1000 - 4999,Medium,Employed,Developer,Bachelors,35-44
Netherlands,27844,9,Mid,8,In-person,Software Development,<20,Small,Employed,Developer,Bachelors,25-34 
Lesotho,2822,10,Mid,5,In-person,Fintech,<20,Small,Self-employed,Developer,Bachelors,25-34 
Poland,10572,24,Senior,4,Flexible,Software Development,500 - 999,Medium,Employed,Data/AI,Bachelors,35-44
Denmark,108864,30,Senior,8,Hybrid-InPerson,Government,100 - 499,Medium,Employed,Data/AI,Masters,45-54 
Kenya,30000,5,Mid,5,Remote,Software Development,<20,Small,Self-employed,Architect,Some college,25-34 
Ukraine,3370,7,Mid,6,Flexible,Software Development,100 - 499,Medium,Employed,Developer,Bachelors,18-24
Italy,48726,5,Mid,8,In-person,Software Development,20 - 99 ,Small,Employed,Developer,Some college,18-24
Germany,92812,17,Senior,5,Hybrid-InPerson,Telecomm  Services,500 - 999,Medium,Employed,Developer,Bachelors,35-44
Poland,54580,22,Senior,7,Hybrid-Flexible,Software Development,100 - 499,Medium,Employed,Developer,Bachelors,35-44
Spain,37125,8,Mid,7,Hybrid-Flexible,Software Development,100 - 499,Medium,Employed,Developer,Bachelors,25-34 
Ireland,116015,15,Mid,3,Remote,Software Development,10000+,Large,Employed,Developer,Masters,35-44
India,65000,10,Mid,6,Remote,Fintech,<20,Small,Employed,Developer,Masters,25-34 
India,18598,21,Senior,7,Flexible,Software Development,20 - 99 ,Small,Employed,Data/AI,Masters,25-34 
Germany,60328,8,Mid,10,Remote,Software Development,20 - 99 ,Small,Employed,Developer,Bachelors,18-24
Germany,115667,17,Senior,8,Hybrid-InPerson,Software Development,10000+,Large,Employed,Architect,Masters,25-34 
